source,target,weight
N250,N600,2
N251,N699,1
N251,N463,4
N251,N242,5
N252,N941,3
N252,N689,4
N252,N529,5
N253,N885,3
N253,N104,1
N253,N152,5
N254,N405,4
N254,N864,5
N254,N445,2
N255,N888,5
N255,N665,1
N255,N892,5
N256,N503,1
N256,N759,3
N256,N654,5
N257,N261,4
N257,N294,3
N257,N311,5
N258,N470,5
N258,N191,2
N258,N281,3
N259,N281,1
N259,N816,1
N259,N862,2
N260,N66,5
N260,N932,1
N260,N463,4
N261,N863,1
N261,N101,2
N261,N384,5
N262,N959,4
N262,N824,4
N262,N355,4
N263,N603,3
N263,N1000,5
N264,N705,2
N264,N94,2
N264,N526,1
N265,N167,2
N265,N964,5
N265,N351,3
N266,N604,2
N266,N314,3
N266,N996,4
N267,N972,2
N267,N149,4
N267,N249,1
N268,N562,5
N268,N632,4
N268,N700,5
N269,N307,1
N269,N367,1
N269,N317,4
N270,N391,1
N270,N977,1
N270,N603,1
N271,N653,4
N271,N383,2
N271,N22,4
N272,N687,2
N272,N237,1
N272,N331,5
N273,N988,4
N273,N673,5
N273,N119,1
N274,N40,1
N274,N215,2
N274,N195,3
N275,N969,2
N275,N793,4
N275,N238,1
N276,N396,3
N276,N41,3
N276,N86,4
N277,N239,1
N277,N304,5
N277,N856,5
N278,N853,5
N278,N707,4
N278,N740,1
N279,N975,3
N279,N259,1
N279,N524,4
N280,N73,4
N280,N431,4
N280,N557,5
N281,N929,3
N281,N584,4
N281,N25,5
N282,N74,2
N282,N961,4
N282,N489,4
N283,N61,4
N283,N271,1
N283,N601,4
N284,N465,3
N284,N875,5
N284,N246,2
N285,N520,4
N285,N647,4
N285,N782,4
N286,N931,4
N286,N755,1
N286,N159,5
N287,N678,2
N287,N922,1
N287,N196,3
N288,N434,5
N288,N486,3
N288,N768,2
N289,N694,4
N289,N971,4
N289,N389,5
N290,N421,4
N290,N80,4
N290,N347,4
N291,N70,2
N291,N217,4
N291,N29,3
N292,N790,1
N292,N124,4
N292,N341,3
N293,N869,1
N293,N519,3
N293,N741,4
N294,N953,1
N294,N425,4
N294,N984,5
N295,N186,1
N295,N216,2
N295,N256,4
N296,N121,4
N296,N704,4
N296,N959,1
N297,N599,4
N297,N210,3
N297,N679,1
N298,N265,4
N298,N372,5
N298,N459,4
N299,N526,4
N299,N396,2
N299,N699,1
N300,N568,5
N300,N123,5
N300,N353,4
N301,N603,5
N301,N262,1
N301,N48,1
N302,N88,4
N302,N665,2
N302,N276,2
N303,N196,2
N303,N555,5
N303,N25,1
N304,N711,4
N304,N109,4
N304,N541,5
N305,N685,2
N305,N50,4
N305,N596,4
N306,N663,3
N306,N259,3
N306,N967,1
N307,N653,3
N307,N300,5
N307,N754,3
N308,N72,4
N308,N253,3
N308,N334,3
N309,N549,4
N309,N902,2
N309,N396,4
N310,N942,5
N310,N230,2
N310,N85,1
N311,N360,4
N311,N941,4
N311,N160,4
N312,N817,1
N312,N648,4
N312,N208,1
N313,N930,5
N313,N214,5
N313,N842,4
N314,N832,5
N314,N824,3
N314,N547,4
N315,N32,2
N315,N501,1
N315,N285,4
N316,N542,1
N316,N913,4
N316,N959,4
N317,N740,2
N317,N558,2
N317,N698,1
N318,N809,1
N318,N357,4
N318,N933,4
N319,N717,5
N319,N986,1
N319,N794,1
N320,N568,4
N320,N931,1
N320,N623,2
N321,N951,4
N321,N388,5
N321,N31,1
N322,N433,5
N322,N456,4
N322,N123,1
N323,N485,3
N323,N243,2
N323,N621,2
N324,N396,1
N324,N621,5
N324,N672,4
N325,N895,2
N325,N481,2
N325,N380,3
N326,N521,3
N326,N886,4
N326,N934,4
N327,N234,3
N327,N561,2
N327,N691,3
N328,N169,1
N328,N225,5
N328,N348,3
N329,N628,1
N329,N939,1
N329,N127,1
N330,N391,5
N330,N47,4
N330,N431,4
N331,N41,2
N331,N378,3
N331,N452,2
N332,N722,5
N332,N768,2
N332,N983,2
N333,N697,5
N333,N793,5
N333,N778,4
N334,N819,3
N334,N577,4
N334,N889,3
N335,N786,4
N335,N106,4
N335,N765,1
N336,N683,3
N336,N209,1
N336,N995,5
N337,N400,5
N337,N120,3
N337,N919,3
N338,N975,2
N338,N559,2
N338,N670,5
N339,N707,3
N339,N920,1
N339,N333,1
N340,N343,1
N340,N489,1
N340,N684,4
N341,N819,2
N341,N881,1
N341,N269,3
N342,N395,2
N342,N54,3
N342,N630,1
N343,N308,3
N343,N361,3
N343,N300,4
N344,N454,2
N344,N297,4
N344,N437,1
N345,N186,5
N345,N908,3
N345,N618,3
N346,N447,1
N346,N244,2
N346,N23,2
N347,N498,2
N347,N168,5
N347,N634,1
N348,N343,5
N348,N37,1
N348,N422,3
N349,N10,2
N349,N944,4
N349,N438,1
N350,N159,1
N350,N207,1
N350,N732,5
N351,N115,3
N351,N309,1
N351,N901,5
N352,N524,4
N352,N766,1
N352,N844,4
N353,N868,5
N353,N25,1
N353,N685,5
N354,N224,1
N354,N349,3
N354,N842,4
N355,N998,2
N355,N73,2
N355,N576,1
N356,N222,4
N356,N448,3
N356,N37,3
N357,N595,2
N357,N767,3
N357,N427,5
N358,N387,4
N358,N723,1
N358,N194,1
N359,N386,5
N359,N111,2
N359,N388,4
N360,N731,4
N360,N661,3
N360,N834,3
N361,N360,2
N361,N679,1
N361,N929,5
N362,N276,4
N362,N364,4
N362,N265,3
N363,N688,2
N363,N848,4
N363,N446,2
N364,N238,3
N364,N432,3
N364,N235,1
N365,N920,4
N365,N261,5
N365,N931,5
N366,N812,4
N366,N25,3
N366,N755,3
N367,N400,3
N367,N446,4
N367,N199,5
N368,N172,5
N368,N23,2
N368,N487,4
N369,N687,5
N369,N65,4
N369,N103,1
N370,N107,5
N370,N940,4
N370,N898,3
N371,N894,2
N371,N95,2
N371,N601,4
N372,N840,2
N372,N317,5
N372,N510,3
N373,N990,2
N373,N800,4
N373,N995,3
N374,N778,3
N374,N935,3
N374,N895,1
N375,N677,2
N375,N489,3
N375,N262,2
N376,N845,3
N376,N491,3
N376,N183,3
N377,N841,1
N377,N4,1
N377,N993,1
N378,N807,5
N378,N809,5
N378,N241,2
N379,N945,4
N379,N437,1
N379,N204,3
N380,N330,2
N380,N990,3
N380,N251,5
N381,N661,3
N381,N920,4
N381,N242,5
N382,N423,5
N382,N956,3
N382,N628,3
N383,N703,2
N383,N839,1
N383,N657,1
N384,N250,1
N384,N325,3
N384,N867,1
N385,N55,2
N385,N24,5
N385,N795,1
N386,N206,4
N386,N933,4
N386,N280,5
N387,N445,2
N387,N155,3
N387,N702,4
N388,N662,5
N388,N870,2
N388,N870,3
N389,N99,3
N389,N898,3
N389,N916,4
N390,N353,4
N390,N236,1
N390,N254,2
N391,N223,3
N391,N1,3
N391,N805,1
N392,N793,5
N392,N322,3
N392,N886,1
N393,N909,1
N393,N240,1
N393,N972,4
N394,N637,3
N394,N173,4
N394,N361,3
N395,N605,4
N395,N602,5
N395,N480,2
N396,N212,5
N396,N229,2
N396,N72,1
N397,N760,1
N397,N47,3
N397,N831,2
N398,N741,5
N398,N450,2
N398,N903,1
N399,N639,1
N399,N570,3
N399,N235,1
N400,N642,1
N400,N913,1
N400,N741,3
N401,N41,2
N401,N917,2
N401,N93,5
N402,N820,4
N402,N178,2
N402,N962,2
N403,N873,2
N403,N554,1
N403,N693,5
N404,N125,1
N404,N547,5
N404,N98,5
N405,N336,2
N405,N245,2
N405,N268,3
N406,N862,5
N406,N65,2
N406,N664,2
N407,N787,4
N407,N411,1
N407,N65,4
N408,N361,5
N408,N728,2
N408,N584,1
N409,N784,5
N409,N62,1
N409,N960,2
N410,N356,4
N410,N851,5
N410,N464,3
N411,N813,4
N411,N339,4
N411,N492,1
N412,N338,2
N412,N625,3
N412,N740,1
N413,N199,3
N413,N334,1
N413,N101,1
N414,N823,1
N414,N171,4
N414,N482,3
N415,N886,2
N415,N137,4
N415,N22,5
N416,N518,5
N416,N299,3
N416,N400,3
N417,N95,1
N417,N98,2
N417,N512,4
N418,N286,5
N418,N754,2
N418,N598,4
N419,N97,1
N419,N459,4
N419,N297,2
N420,N316,4
N420,N169,1
N420,N192,3
N421,N847,3
N421,N199,3
N421,N810,4
N422,N881,3
N422,N25,1
N422,N103,4
N423,N193,2
N423,N54,2
N423,N389,4
N424,N383,2
N424,N976,4
N424,N753,3
N425,N607,2
N425,N50,3
N425,N878,1
N426,N77,4
N426,N504,2
N426,N888,1
N427,N682,3
N427,N695,2
N427,N159,3
N428,N405,4
N428,N484,4
N428,N409,5
N429,N947,3
N429,N292,5
N429,N792,5
N430,N975,1
N430,N837,2
N430,N661,5
N431,N816,5
N431,N262,4
N431,N816,4
N432,N791,3
N432,N624,4
N432,N642,4
N433,N752,5
N433,N552,2
N433,N295,4
N434,N426,1
N434,N436,1
N434,N163,5
N435,N476,5
N435,N882,4
N435,N227,3
N436,N574,3
N436,N129,3
N436,N344,2
N437,N786,4
N437,N17,1
N437,N864,4
N438,N634,1
N438,N170,4
N438,N337,1
N439,N158,1
N439,N633,2
N439,N559,1
N440,N30,2
N440,N946,1
N440,N170,2
N441,N485,3
N441,N238,1
N441,N871,4
N442,N613,4
N442,N469,2
N442,N234,3
N443,N513,4
N443,N63,3
N443,N506,2
N444,N560,4
N444,N396,3
N444,N61,1
N445,N423,4
N445,N123,2
N445,N531,3
N446,N623,3
N446,N715,5
N446,N291,4
N447,N690,4
N447,N761,3
N447,N230,2
N448,N631,4
N448,N654,2
N448,N551,2
N449,N980,5
N449,N321,5
N449,N258,4
N450,N653,3
N450,N613,3
N450,N753,5
N451,N494,5
N451,N655,2
N451,N932,1
N452,N327,2
N452,N897,1
N452,N268,4
N453,N14,3
N453,N551,4
N453,N947,4
N454,N703,4
N454,N780,5
N454,N553,5
N455,N601,3
N455,N971,1
N455,N58,5
N456,N666,3
N456,N497,3
N456,N457,4
N457,N562,5
N457,N602,5
N457,N941,2
N458,N478,2
N458,N883,5
N458,N182,1
N459,N888,2
N459,N417,5
N459,N513,1
N460,N610,4
N460,N739,2
N460,N899,5
N461,N271,1
N461,N54,4
N462,N206,4
N462,N393,5
N462,N796,4
N463,N619,2
N463,N134,5
N463,N683,5
N464,N393,3
N464,N202,2
N464,N934,4
N465,N624,2
N465,N409,5
N465,N94,3
N466,N938,3
N466,N839,3
N466,N880,4
N467,N108,5
N467,N689,5
N467,N29,5
N468,N177,2
N468,N353,2
N468,N150,1
N469,N201,1
N469,N538,4
N469,N191,3
N470,N924,3
N470,N153,2
N470,N275,5
N471,N25,3
N471,N480,2
N471,N826,4
N472,N508,4
N472,N568,2
N472,N386,5
N473,N191,1
N473,N415,2
N473,N568,5
N474,N241,3
N474,N72,2
N474,N491,1
N475,N238,1
N475,N724,4
N475,N651,3
N476,N155,4
N476,N767,5
N476,N625,1
N477,N62,4
N477,N984,1
N477,N408,5
N478,N953,5
N478,N117,4
N478,N954,5
N479,N992,5
N479,N371,1
N479,N550,3
N480,N802,3
N480,N742,2
N480,N405,5
N481,N378,3
N481,N680,1
N481,N735,4
N482,N890,1
N482,N746,4
N482,N740,5
N483,N722,3
N483,N636,2
N483,N905,4
N484,N19,1
N484,N732,5
N484,N621,2
N485,N313,4
N485,N847,2
N485,N746,3
N486,N402,1
N486,N295,2
N486,N42,3
N487,N417,1
N487,N197,1
N487,N58,2
N488,N401,2
N488,N236,4
N488,N306,5
N489,N852,4
N489,N333,2
N489,N758,2
N490,N715,5
N490,N669,4
N490,N797,1
N491,N755,2
N491,N310,1
N491,N82,2
N492,N397,2
N492,N163,4
N492,N388,5
N493,N872,4
N493,N845,1
N493,N400,3
N494,N679,2
N494,N752,5
N494,N217,5
N495,N35,1
N495,N240,1
N495,N283,2
N496,N1,3
N496,N355,4
N496,N392,3
N497,N626,1
N497,N283,4
N497,N860,2
N498,N356,2
N498,N62,1
N498,N138,4
N499,N127,5
N499,N559,3
N499,N364,3
N500,N941,2
N500,N417,1
N500,N402,3
N501,N552,1
N501,N132,2
N501,N653,5
N502,N938,5
N502,N674,1
N502,N210,1
N503,N906,4
N503,N119,1
N503,N745,4
N504,N545,1
N504,N612,1
N504,N265,1
N505,N579,4
N505,N450,2
N505,N344,4
N506,N363,5
N506,N552,4
N506,N495,1
N507,N861,2
N507,N531,4
N507,N544,2
N508,N277,4
N508,N881,1
N508,N498,1
N509,N101,4
N509,N607,4
N509,N969,4
N510,N779,2
N510,N704,1
N510,N608,3
N511,N467,1
N511,N157,1
N511,N94,2
N512,N759,5
N512,N193,5
N512,N572,1
N513,N547,2
N513,N722,1
N513,N761,2
N514,N247,5
N514,N421,3
N514,N669,1
N515,N218,5
N515,N911,2
N515,N416,5
N516,N966,2
N516,N385,2
N516,N575,2
N517,N625,3
N517,N919,3
N517,N525,4
N518,N580,1
N518,N523,1
N518,N344,3
N519,N210,3
N519,N65,3
N519,N700,3
N520,N617,5
N520,N177,3
N520,N534,2
N521,N769,3
N521,N421,5
N521,N750,4
N522,N261,1
N522,N871,2
N522,N519,2
N523,N45,2
N523,N23,5
N523,N359,4
N524,N993,4
N524,N881,1
N524,N581,3
N525,N549,4
N525,N991,2
N525,N830,5
N526,N460,4
N526,N730,3
N526,N811,3
N527,N641,3
N527,N318,1
N527,N609,3
N528,N63,2
N528,N333,1
N528,N972,1
N529,N547,3
N529,N297,5
N529,N135,1
N530,N477,4
N530,N995,4
N530,N917,5
N531,N689,2
N531,N38,2
N531,N704,4
N532,N643,5
N532,N320,2
N532,N793,5
N533,N940,3
N533,N919,3
N533,N251,1
N534,N347,3
N534,N54,3
N534,N990,2
N535,N959,4
N535,N234,3
N535,N250,2
N536,N641,4
N536,N650,5
N536,N195,3
N537,N909,4
N537,N326,2
N537,N5,1
N538,N171,4
N538,N330,1
N538,N616,2
N539,N1,1
N539,N715,2
N539,N29,5
N540,N195,4
N540,N333,3
N540,N679,4
N541,N274,3
N541,N368,4
N541,N592,3
N542,N43,5
N542,N498,4
N542,N88,5
N543,N853,2
N543,N871,4
N543,N230,3
N544,N590,3
N544,N556,1
N544,N353,4
N545,N842,1
N545,N412,5
N545,N702,2
N546,N421,3
N546,N576,1
N546,N333,1
N547,N703,5
N547,N531,3
N547,N269,4
N548,N855,4
N548,N44,5
N548,N636,5
N549,N665,4
N549,N589,4
N549,N562,4
N550,N382,5
N550,N575,1
N550,N869,3
N551,N882,4
N551,N643,3
N551,N871,4
N552,N975,3
N552,N528,3
N552,N945,2
N553,N207,3
N553,N883,3
N553,N833,3
N554,N215,5
N554,N636,1
N554,N293,3
N555,N764,5
N555,N366,3
N555,N760,4
N556,N504,1
N556,N914,3
N556,N493,1
N557,N722,5
N557,N152,2
N557,N921,1
N558,N667,3
N558,N545,1
N558,N796,1
N559,N950,2
N559,N197,5
N559,N147,1
N560,N44,4
N560,N962,3
N560,N400,4
N561,N943,1
N561,N778,3
N561,N115,1
N562,N375,5
N562,N229,3
N562,N333,2
N563,N186,1
N563,N240,2
N563,N155,3
N564,N780,3
N564,N94,3
N564,N779,2
N565,N5,4
N565,N317,4
N565,N77,4
N566,N514,3
N566,N572,1
N566,N229,1
N567,N853,2
N567,N149,4
N567,N193,2
N568,N750,5
N568,N504,5
N568,N921,3
N569,N650,3
N569,N654,2
N569,N594,3
N570,N583,5
N570,N811,5
N570,N695,1
N571,N95,3
N571,N746,3
N571,N709,5
N572,N779,1
N572,N189,1
N572,N43,3
N573,N593,3
N573,N763,4
N573,N114,4
N574,N572,3
N574,N589,5
N574,N380,5
N575,N302,3
N575,N378,5
N575,N493,2
N576,N754,5
N576,N321,1
N576,N839,2
N577,N972,3
N577,N746,5
N577,N440,4
N578,N374,5
N578,N289,5
N578,N605,5
N579,N573,3
N579,N204,5
N579,N71,2
N580,N309,1
N580,N216,2
N580,N92,2
N581,N262,1
N581,N389,5
N581,N696,5
N582,N50,2
N582,N905,5
N582,N647,3
N583,N504,4
N583,N696,2
N583,N835,3
N584,N796,4
N584,N748,1
N584,N58,1
N585,N674,3
N585,N531,2
N585,N692,4
N586,N681,4
N586,N88,1
N586,N944,4
N587,N840,1
N587,N125,3
N587,N893,1
N588,N375,4
N588,N333,1
N588,N156,1
N589,N922,5
N589,N16,2
N589,N572,2
N590,N641,2
N590,N157,2
N590,N721,1
N591,N296,1
N591,N17,2
N591,N536,1
N592,N869,2
N592,N466,2
N592,N502,2
N593,N233,1
N593,N592,5
N593,N695,5
N594,N678,2
N594,N51,4
N594,N335,3
N595,N307,1
N595,N378,5
N595,N633,3
N596,N30,3
N596,N836,1
N596,N126,3
N597,N326,2
N597,N73,3
N597,N83,3
N598,N404,5
N598,N27,5
N598,N785,5
N599,N737,5
N599,N344,5
N599,N367,3
N600,N335,5
N600,N13,4
N600,N980,2
N601,N294,2
N601,N435,1
N601,N393,3
N602,N881,3
N602,N256,3
N602,N459,1
N603,N787,1
N603,N997,3
N603,N551,1
N604,N534,2
N604,N847,4
N604,N580,1
N605,N60,1
N605,N124,2
N605,N32,2
N606,N555,3
N606,N427,3
N606,N12,1
N607,N315,1
N607,N578,1
N607,N137,2
N608,N673,2
N608,N891,4
N608,N905,2
N609,N349,5
N609,N642,4
N609,N50,4
N610,N38,3
N610,N410,1
N610,N854,3
N611,N862,1
N611,N308,4
N611,N163,3
N612,N122,1
N612,N575,1
N612,N786,2
N613,N239,4
N613,N143,3
N613,N314,5
N614,N223,4
N614,N582,3
N614,N285,2
N615,N182,3
N615,N250,2
N615,N279,3
N616,N558,3
N616,N188,3
N616,N828,2
N617,N211,2
N617,N458,1
N617,N396,3
N618,N632,2
N618,N144,3
N618,N951,1
N619,N910,1
N619,N231,5
N619,N591,4
N620,N618,5
N620,N92,3
N620,N545,3
N621,N717,1
N621,N235,3
N621,N642,3
N622,N535,3
N622,N552,3
N622,N870,5
N623,N210,2
N623,N544,5
N623,N211,3
N624,N632,2
N624,N237,4
N624,N468,5
N625,N167,4
N625,N582,5
N625,N211,3
N626,N637,3
N626,N592,5
N626,N350,4
N627,N654,1
N627,N933,2
N627,N443,1
N628,N164,5
N628,N208,4
N628,N592,3
N629,N172,4
N629,N130,2
N629,N239,3
N630,N83,4
N630,N761,3
N630,N796,1
N631,N792,2
N631,N417,2
N631,N638,2
N632,N356,3
N632,N117,4
N632,N720,4
N633,N565,4
N633,N446,2
N633,N362,1
N634,N672,1
N634,N254,3
N634,N22,4
N635,N122,2
N635,N272,5
N635,N302,1
N636,N136,1
N636,N630,3
N636,N888,3
N637,N668,1
N637,N559,5
N637,N557,3
N638,N626,5
N638,N772,5
N638,N587,4
N639,N70,2
N639,N266,2
N639,N918,2
N640,N484,4
N640,N331,4
N640,N315,4
N641,N250,3
N641,N588,4
N641,N835,1
N642,N173,1
N642,N768,3
N642,N996,3
N643,N867,4
N643,N509,2
N643,N895,5
N644,N177,4
N644,N702,4
N644,N35,1
N645,N512,2
N645,N589,3
N645,N244,5
N646,N351,4
N646,N819,4
N646,N540,3
N647,N951,5
N647,N663,3
N647,N200,3
N648,N685,1
N648,N563,1
N648,N44,4
N649,N275,4
N649,N150,3
N649,N538,3
N650,N829,4
N650,N356,3
N650,N596,3
N651,N371,3
N651,N857,5
N651,N339,5
N652,N771,2
N652,N85,5
N652,N605,3
N653,N330,3
N653,N561,3
N653,N912,5
N654,N677,2
N654,N9,4
N654,N486,2
N655,N937,2
N655,N55,4
N655,N617,3
N656,N800,5
N656,N224,3
N656,N437,1
N657,N361,2
N657,N840,2
N657,N659,1
N658,N259,5
N658,N158,4
N658,N542,4
N659,N981,1
N659,N956,3
N659,N555,2
N660,N947,4
N660,N612,4
N660,N565,1
N661,N345,4
N661,N75,5
N661,N428,5
N662,N452,2
N662,N858,1
N662,N468,2
N663,N612,2
N663,N774,2
N663,N591,2
N664,N105,1
N664,N596,3
N664,N273,2
N665,N363,3
N665,N481,3
N665,N966,4
N666,N737,3
N666,N804,1
N666,N925,5
N667,N125,4
N667,N122,2
N667,N333,1
N668,N318,5
N668,N143,5
N668,N797,5
N669,N251,3
N669,N966,3
N669,N211,1
N670,N436,2
N670,N614,2
N670,N998,2
N671,N47,5
N671,N703,4
N671,N525,1
N672,N873,5
N672,N816,5
N672,N429,3
N673,N843,3
N673,N526,5
N673,N51,1
N674,N782,1
N674,N510,3
N674,N737,5
N675,N485,1
N675,N262,3
N675,N620,5
N676,N608,3
N676,N264,5
N676,N683,1
N677,N176,1
N677,N244,3
N677,N989,4
N678,N797,3
N678,N983,1
N678,N228,2
N679,N48,2
N679,N162,5
N679,N913,4
N680,N46,1
N680,N243,4
N680,N581,1
N681,N153,5
N681,N16,2
N681,N348,4
N682,N916,5
N682,N345,2
N682,N624,1
N683,N407,3
N683,N688,4
N683,N134,1
N684,N154,3
N684,N819,4
N684,N754,2
N685,N147,2
N685,N984,1
N685,N344,3
N686,N819,4
N686,N683,2
N686,N822,5
N687,N584,1
N687,N350,4
N687,N80,4
N688,N889,2
N688,N188,3
N688,N367,1
N689,N896,1
N689,N998,5
N689,N736,3
N690,N851,5
N690,N675,1
N690,N164,4
N691,N742,2
N691,N520,1
N691,N201,2
N692,N103,4
N692,N769,5
N692,N453,1
N693,N465,1
N693,N77,5
N693,N311,1
N694,N633,2
N694,N267,1
N694,N447,5
N695,N612,2
N695,N951,3
N695,N646,3
N696,N406,1
N696,N560,4
N696,N428,5
N697,N882,1
N697,N943,4
N697,N822,3
N698,N850,3
N698,N809,5
N698,N346,2
N699,N866,4
N699,N815,3
N699,N524,2
N700,N665,1
N700,N207,3
N700,N256,2
N701,N56,3
N701,N954,5
N701,N206,2
N702,N797,3
N702,N402,4
N702,N862,2
N703,N641,3
N703,N20,4
N703,N773,3
N704,N50,3
N704,N219,1
N704,N38,2
N705,N980,2
N705,N821,3
N705,N478,1
N706,N36,1
N706,N223,5
N706,N613,3
N707,N649,5
N707,N9,1
N707,N427,5
N708,N429,1
N708,N135,3
N708,N766,5
N709,N331,1
N709,N268,2
N709,N134,2
N710,N412,2
N710,N57,1
N710,N53,1
N711,N675,5
N711,N93,4
N711,N805,3
N712,N195,5
N712,N719,2
N712,N282,4
N713,N65,5
N713,N639,1
N713,N50,1
N714,N915,3
N714,N53,5
N714,N370,3
N715,N665,5
N715,N971,3
N715,N326,1
N716,N416,5
N716,N6,4
N716,N407,5
N717,N610,4
N717,N819,4
N717,N668,4
N718,N469,5
N718,N338,5
N718,N138,3
N719,N809,5
N719,N20,5
N719,N539,3
N720,N479,3
N720,N682,3
N720,N745,5
N721,N705,5
N721,N988,3
N721,N893,4
N722,N627,5
N722,N877,5
N722,N282,1
N723,N692,5
N723,N159,1
N723,N1,5
N724,N848,2
N724,N596,3
N724,N651,1
N725,N519,1
N725,N236,3
N725,N848,2
N726,N476,2
N726,N359,4
N726,N215,3
N727,N805,2
N727,N416,3
N727,N500,4
N728,N918,2
N728,N36,4
N728,N41,3
N729,N931,4
N729,N522,3
N729,N95,1
N730,N912,4
N730,N241,2
N730,N16,1
N731,N222,1
N731,N947,1
N731,N707,3
N732,N105,4
N732,N166,2
N732,N599,5
N733,N812,3
N733,N808,2
N733,N14,4
N734,N859,4
N734,N319,1
N734,N418,4
N735,N163,2
N735,N726,1
N735,N100,5
N736,N386,3
N736,N393,3
N736,N205,4
N737,N356,4
N737,N64,3
N737,N611,2
N738,N7,4
N738,N447,2
N738,N528,3
N739,N511,5
N739,N269,1
N739,N181,3
N740,N467,1
N740,N277,3
N740,N326,4
N741,N313,5
N741,N814,1
N741,N981,3
N742,N582,1
N742,N994,2
N742,N207,4
N743,N616,2
N743,N509,1
N743,N302,1
N744,N15,5
N744,N451,5
N744,N85,3
N745,N813,2
N745,N645,1
N745,N885,2
N746,N941,1
N746,N555,1
N746,N995,2
N747,N353,5
N747,N681,4
N747,N446,5
N748,N641,1
N748,N802,2
N748,N878,5
N749,N51,3
N749,N256,3
N749,N269,2
N750,N569,1
N750,N2,3
N750,N372,1
N751,N758,4
N751,N811,4
N751,N115,2
N752,N20,1
N752,N356,5
N752,N642,1
N753,N697,1
N753,N80,5
N753,N172,2
N754,N925,5
N754,N546,3
N754,N219,1
N755,N608,5
N755,N218,5
N755,N358,4
N756,N359,1
N756,N95,4
N756,N82,5
N757,N134,1
N757,N30,3
N757,N447,5
N758,N44,4
N758,N947,2
N758,N373,3
N759,N350,2
N759,N181,5
N759,N232,1
N760,N193,2
N760,N597,5
N760,N75,4
N761,N25,5
N761,N306,2
N761,N606,5
N762,N393,4
N762,N854,2
N762,N342,3
N763,N989,5
N763,N448,5
N763,N426,5
N764,N53,3
N764,N355,1
N764,N976,4
N765,N374,4
N765,N342,5
N765,N548,5
N766,N814,5
N766,N539,1
N766,N266,1
N767,N329,3
N767,N632,1
N767,N648,5
N768,N578,3
N768,N436,5
N768,N185,1
N769,N956,1
N769,N563,5
N769,N553,2
N770,N532,1
N770,N633,5
N770,N519,3
N771,N560,5
N771,N34,3
N771,N221,1
N772,N220,4
N772,N533,1
N772,N207,1
N773,N278,5
N773,N132,4
N773,N859,5
N774,N306,3
N774,N44,4
N774,N247,3
N775,N307,5
N775,N199,4
N775,N167,2
N776,N18,3
N776,N306,3
N776,N242,1
N777,N411,2
N777,N244,3
N777,N330,3
N778,N797,5
N778,N977,4
N778,N278,4
N779,N594,3
N779,N877,2
N779,N430,4
N780,N918,4
N780,N460,3
N780,N937,2
N781,N285,4
N781,N143,5
N781,N268,3
N782,N436,4
N782,N180,2
N782,N277,5
N783,N848,5
N783,N306,2
N783,N266,1
N784,N555,5
N784,N517,2
N784,N154,1
N785,N591,1
N785,N201,2
N785,N239,2
N786,N316,1
N786,N646,2
N786,N662,3
N787,N67,2
N787,N721,4
N787,N151,4
N788,N110,2
N788,N248,2
N788,N680,4
N789,N687,3
N789,N290,5
N789,N381,2
N790,N178,1
N790,N253,5
N790,N175,2
N791,N133,4
N791,N14,2
N791,N968,3
N792,N669,2
N792,N354,3
N792,N105,3
N793,N506,3
N793,N613,3
N793,N902,5
N794,N268,1
N794,N13,4
N794,N129,3
N795,N100,5
N795,N322,2
N795,N6,4
N796,N133,2
N796,N985,1
N796,N360,4
N797,N943,2
N797,N916,3
N797,N536,2
N798,N912,4
N798,N576,5
N798,N78,4
N799,N433,2
N799,N965,1
N799,N184,4
N800,N664,4
N800,N628,2
N800,N420,4
N801,N409,5
N801,N650,1
N801,N95,2
N802,N254,5
N802,N84,3
N802,N717,5
N803,N809,2
N803,N82,4
N803,N773,5
N804,N583,4
N804,N715,4
N804,N220,3
N805,N783,5
N805,N501,5
N805,N650,4
N806,N220,2
N806,N542,2
N806,N120,5
N807,N949,3
N807,N144,5
N807,N805,2
N808,N340,1
N808,N360,1
N808,N245,4
N809,N220,5
N809,N223,2
N809,N701,2
N810,N675,5
N810,N113,3
N810,N734,3
N811,N85,2
N811,N780,3
N811,N274,5
N812,N592,4
N812,N237,2
N812,N422,4
N813,N962,4
N813,N658,1
N813,N964,2
N814,N492,5
N814,N874,1
N814,N125,1
N815,N199,5
N815,N117,2
N815,N562,2
N816,N368,3
N816,N923,3
N816,N992,1
N817,N394,2
N817,N606,5
N817,N951,5
N818,N164,3
N818,N990,2
N818,N385,1
N819,N559,5
N819,N699,5
N819,N456,3
N820,N730,1
N820,N952,2
N820,N908,3
N821,N6,2
N821,N1,5
N821,N161,3
N822,N239,3
N822,N553,3
N822,N376,3
N823,N178,3
N823,N891,2
N823,N447,4
N824,N21,3
N824,N427,1
N824,N803,1
N825,N90,3
N825,N432,1
N825,N500,2
N826,N288,3
N826,N911,3
N826,N867,5
N827,N18,3
N827,N896,5
N827,N267,5
N828,N340,5
N828,N68,4
N828,N462,1
N829,N985,5
N829,N935,3
N829,N940,5
N830,N358,4
N830,N508,1
N830,N182,1
N831,N327,2
N831,N782,5
N831,N381,3
N832,N892,1
N832,N312,2
N832,N971,4
N833,N991,4
N833,N702,2
N833,N395,2
N834,N303,3
