source,target,weight
N372,N3168,4
N372,N2655,4
N372,N1272,2
N373,N5865,3
N373,N842,2
N373,N1965,3
N374,N5229,3
N374,N289,4
N374,N8601,5
N375,N3129,3
N375,N2962,4
N375,N2517,5
N376,N2912,1
N376,N8936,5
N376,N9889,4
N377,N6882,1
N377,N4671,3
N377,N9283,4
N378,N1965,5
N378,N6198,2
N378,N5901,3
N379,N6080,1
N379,N7586,3
N379,N5813,5
N380,N6211,1
N380,N2720,1
N380,N4015,5
N381,N830,5
N381,N6267,1
N381,N2117,2
N382,N4293,2
N382,N7260,2
N382,N4997,4
N383,N8442,5
N383,N5100,1
N383,N2282,2
N384,N9301,2
N384,N113,3
N384,N2817,4
N385,N6800,5
N385,N2483,2
N385,N2358,2
N386,N1742,3
N386,N2109,5
N386,N9080,1
N387,N3128,5
N387,N2738,1
N387,N4794,4
N388,N924,3
N388,N2362,5
N388,N7570,1
N389,N5235,1
N389,N678,1
N389,N2595,2
N390,N2528,4
N390,N8735,4
N390,N7445,1
N391,N3612,1
N391,N4042,4
N391,N573,4
N392,N1598,3
N392,N3653,4
N392,N5522,4
N393,N6208,5
N393,N1553,4
N393,N8297,5
N394,N4534,1
N394,N7013,4
N394,N8427,4
N395,N2960,2
N395,N694,4
N395,N9749,2
N396,N9049,2
N396,N1982,3
N396,N8019,4
N397,N5114,5
N397,N4436,4
N397,N269,5
N398,N1803,1
N398,N1557,1
N398,N673,3
N399,N4823,1
N399,N2894,1
N399,N2373,4
N400,N7167,4
N400,N2500,3
N400,N369,3
N401,N6133,2
N401,N5587,5
N401,N5451,3
N402,N2678,3
N402,N3387,1
N402,N480,5
N403,N5765,4
N403,N5884,3
N403,N5276,4
N404,N1051,5
N404,N4661,1
N404,N375,2
N405,N832,2
N405,N2829,1
N405,N5,2
N406,N6911,4
N406,N7697,4
N406,N6156,2
N407,N7371,3
N407,N6308,5
N407,N605,2
N408,N7225,4
N408,N4445,4
N408,N2009,4
N409,N4470,3
N409,N2793,5
N409,N9227,1
N410,N9092,1
N410,N9551,1
N410,N3285,3
N411,N2520,4
N411,N1242,4
N411,N6903,4
N412,N1140,1
N412,N5372,5
N412,N4070,2
N413,N3432,5
N413,N5185,2
N413,N1506,2
N414,N9050,5
N414,N9466,4
N414,N9179,1
N415,N1688,4
N415,N2423,5
N415,N3327,1
N416,N4209,3
N416,N1267,5
N416,N4070,2
N417,N460,2
N417,N112,2
N417,N6522,4
N418,N9077,3
N418,N4780,1
N418,N4980,3
N419,N9453,3
N419,N8241,4
N419,N6103,1
N420,N4452,2
N420,N1358,3
N420,N9442,4
N421,N3408,1
N421,N8835,1
N421,N7656,3
N422,N8901,5
N422,N4448,4
N422,N8616,3
N423,N5099,2
N423,N2592,1
N423,N4655,2
N424,N7500,5
N424,N9995,5
N424,N622,5
N425,N6489,2
N425,N1143,4
N425,N1610,1
N426,N1217,4
N426,N4838,4
N426,N5539,1
N427,N3312,1
N427,N7277,1
N427,N6873,2
N428,N8657,3
N428,N5824,4
N428,N5638,3
N429,N6770,2
N429,N3820,3
N429,N6052,2
N430,N6289,2
N430,N341,4
N430,N487,4
N431,N1277,2
N431,N6002,5
N431,N9580,5
N432,N2740,3
N432,N226,5
N432,N580,3
N433,N5221,3
N433,N1990,4
N433,N6358,3
N434,N5295,4
N434,N4929,4
N434,N508,1
N435,N7503,4
N435,N2190,2
N435,N3410,4
N436,N9836,1
N436,N280,1
N436,N1627,1
N437,N5317,5
N437,N6297,5
N437,N3704,3
N438,N8602,3
N438,N1528,3
N438,N1078,1
N439,N5735,3
N439,N5387,2
N439,N4776,5
N440,N1919,5
N440,N1077,4
N440,N5574,2
N441,N4660,5
N441,N7986,3
N441,N2843,2
N442,N1611,1
N442,N588,3
N442,N6270,2
N443,N1979,4
N443,N1286,3
N443,N65,2
N444,N9430,2
N444,N7112,3
N444,N3853,5
N445,N6031,3
N445,N963,4
N445,N7537,4
N446,N8446,2
N446,N7309,3
N446,N7041,1
N447,N1338,1
N447,N1193,1
N447,N2142,4
N448,N6005,5
N448,N6115,5
N448,N2766,5
N449,N3385,5
N449,N1039,1
N449,N1511,2
N450,N5167,3
N450,N5840,1
N450,N8070,1
N451,N4975,5
N451,N1535,3
N451,N868,4
N452,N9964,1
N452,N6642,4
N452,N2248,2
N453,N6793,3
N453,N126,2
N453,N8861,4
N454,N5444,5
N454,N5648,3
N454,N5250,1
N455,N4259,5
N455,N461,2
N455,N9837,3
N456,N3295,1
N456,N7076,4
N456,N7407,5
N457,N3281,4
N457,N7031,5
N457,N8027,2
N458,N814,2
N458,N8711,3
N458,N9605,2
N459,N543,3
N459,N9313,2
N459,N6109,2
N460,N9428,3
N460,N1711,5
N460,N3102,5
N461,N4121,4
N461,N1594,5
N461,N6540,4
N462,N1934,5
N462,N975,4
N462,N1715,3
N463,N9542,1
N463,N3498,2
N463,N5076,1
N464,N7262,4
N464,N4964,2
N464,N5606,4
N465,N788,4
N465,N9760,3
N465,N683,5
N466,N5514,3
N466,N1674,4
N466,N3889,1
N467,N3630,4
N467,N1616,3
N467,N2186,3
N468,N393,2
N468,N5907,4
N468,N1050,2
N469,N9965,1
N469,N348,2
N469,N9436,5
N470,N6156,1
N470,N3927,1
N470,N9207,5
N471,N8074,5
N471,N8177,4
N471,N6155,3
N472,N4304,3
N472,N3124,2
N472,N1696,1
N473,N1564,4
N473,N7767,4
N473,N3390,3
N474,N2374,4
N474,N5431,3
N474,N6534,3
N475,N2418,3
N475,N8431,1
N475,N2881,4
N476,N7458,4
N476,N836,4
N476,N5270,4
N477,N3639,2
N477,N2383,1
N477,N9209,1
N478,N6786,4
N478,N2773,2
N478,N3872,4
N479,N307,2
N479,N5798,2
N479,N6662,5
N480,N9105,2
N480,N1658,5
N480,N342,4
N481,N2136,3
N481,N5928,2
N481,N8351,1
N482,N2284,4
N482,N8918,4
N482,N7404,2
N483,N1624,2
N483,N6279,4
N483,N1396,3
N484,N8128,5
N484,N3823,2
N484,N6759,5
N485,N8962,2
N485,N4017,5
N485,N761,4
N486,N7302,3
N486,N6925,4
N486,N6230,3
N487,N4083,3
N487,N7294,3
N487,N4693,5
N488,N2036,4
N488,N1670,5
N488,N2320,4
N489,N2733,1
N489,N1518,3
N489,N8163,1
N490,N3947,5
N490,N5503,5
N490,N2723,4
N491,N367,4
N491,N2510,4
N491,N5595,5
N492,N5166,5
N492,N8702,1
N492,N561,5
N493,N7732,5
N493,N1857,2
N493,N3146,2
N494,N5298,3
N494,N1946,4
N494,N5581,3
N495,N5365,1
N495,N4414,2
N495,N381,3
N496,N5482,5
N496,N9423,1
N496,N1113,1
N497,N5075,5
N497,N2633,1
N497,N2144,2
N498,N6081,5
N498,N7339,4
N498,N3612,1
N499,N4210,4
N499,N7434,2
N499,N9945,1
N500,N6793,3
N500,N3657,3
N500,N5032,5
N501,N7286,3
N501,N6178,1
N501,N2168,3
N502,N927,2
N502,N6318,4
N502,N6858,3
N503,N8377,1
N503,N3035,4
N503,N6254,1
N504,N6057,3
N504,N2177,3
N504,N9197,2
N505,N7438,4
N505,N56,4
N505,N483,3
N506,N7221,5
N506,N987,3
N506,N5507,5
N507,N9209,3
N507,N4538,2
N507,N1040,4
N508,N9467,4
N508,N6776,1
N508,N8718,3
N509,N7093,4
N509,N6870,5
N509,N2923,2
N510,N7771,1
N510,N445,1
N510,N7610,4
N511,N11,2
N511,N654,2
N511,N1487,4
N512,N3348,5
N512,N675,1
N512,N4555,4
N513,N8811,3
N513,N6000,2
N513,N800,5
N514,N2095,5
N514,N4888,4
N514,N5386,2
N515,N3096,2
N515,N1771,5
N515,N2989,2
N516,N7888,5
N516,N6821,3
N516,N750,3
N517,N5174,1
N517,N397,4
N517,N1069,3
N518,N5702,2
N518,N4156,2
N518,N4412,5
N519,N5072,3
N519,N1531,2
N519,N8186,3
N520,N1688,4
N520,N1573,2
N520,N5147,5
N521,N6650,5
N521,N575,3
N521,N9844,5
N522,N3985,2
N522,N3745,1
N522,N2437,1
N523,N9871,4
N523,N4729,2
N523,N8108,2
N524,N4788,5
N524,N7976,2
N524,N8513,3
N525,N6591,3
N525,N7678,3
N525,N1353,5
N526,N5879,3
N526,N8294,1
N526,N8283,3
N527,N1494,4
N527,N9220,2
N527,N4465,5
N528,N714,4
N528,N5255,5
N528,N1757,1
N529,N2692,5
N529,N7752,1
N529,N2384,4
N530,N9146,5
N530,N9459,5
N530,N402,4
N531,N3709,2
N531,N1954,5
N531,N5575,1
N532,N6663,2
N532,N1386,1
N532,N6425,5
N533,N1805,1
N533,N745,4
N533,N3748,3
N534,N6498,5
N534,N8754,4
N534,N4659,1
N535,N736,4
N535,N9228,5
N535,N1201,5
N536,N2757,5
N536,N5729,1
N536,N5083,4
N537,N9531,3
N537,N293,3
N537,N5052,3
N538,N7769,5
N538,N7147,3
N538,N5052,1
N539,N5323,5
N539,N9959,3
N539,N984,4
N540,N8405,1
N540,N9166,1
N540,N6955,3
N541,N2455,1
N541,N2472,5
N541,N9387,4
N542,N7608,4
N542,N2075,4
N542,N3690,3
N543,N4004,4
N543,N1132,3
N543,N9593,1
N544,N2451,3
N544,N732,2
N544,N1425,3
N545,N9993,5
N545,N8169,2
N545,N1557,2
N546,N2433,2
N546,N1072,4
N546,N5949,5
N547,N2291,3
N547,N2063,3
N547,N860,4
N548,N1945,2
N548,N3860,3
N548,N4688,2
N549,N1602,4
N549,N9064,4
N549,N9317,3
N550,N3762,4
N550,N6400,1
N550,N7863,3
N551,N5255,4
N551,N7198,3
N551,N1049,1
N552,N3965,1
N552,N2907,2
N552,N7956,3
N553,N7575,5
N553,N1562,2
N553,N9352,4
N554,N6085,3
N554,N6532,4
N554,N1407,2
N555,N3198,1
N555,N4883,3
N555,N2877,1
N556,N2901,5
N556,N7007,1
N556,N8141,3
N557,N2825,5
N557,N6573,5
N557,N842,3
N558,N7563,3
N558,N6475,5
N558,N9542,5
N559,N2980,2
N559,N4928,1
N559,N8059,2
N560,N2871,4
N560,N7522,3
N560,N2453,2
N561,N456,5
N561,N5505,3
N561,N922,5
N562,N3947,3
N562,N9856,5
N562,N277,2
N563,N7677,3
N563,N2436,2
N563,N5686,4
N564,N2119,4
N564,N7588,3
N564,N2944,1
N565,N7811,3
N565,N5286,1
N565,N7452,5
N566,N9558,2
N566,N7770,3
N566,N9699,5
N567,N5763,1
N567,N1511,1
N567,N2502,4
N568,N4996,4
N568,N617,3
N568,N5904,3
N569,N4832,1
N569,N2858,3
N569,N4371,3
N570,N8510,3
N570,N9683,1
N570,N4093,1
N571,N212,2
N571,N1174,5
N571,N3616,5
N572,N5124,4
N572,N9747,5
N572,N609,5
N573,N9009,1
N573,N3620,2
N573,N2108,5
N574,N622,2
N574,N6891,1
N574,N5907,5
N575,N9849,5
N575,N971,3
N575,N1572,1
N576,N6,4
N576,N390,4
N576,N1343,5
N577,N1824,1
N577,N2520,5
N577,N1154,1
N578,N4964,4
N578,N1908,3
N578,N5090,1
N579,N7558,1
N579,N8592,2
N579,N7871,5
N580,N3044,2
N580,N785,1
N580,N6628,1
N581,N5458,5
N581,N260,3
N581,N1471,4
N582,N5317,2
N582,N2394,5
N582,N5248,5
N583,N1446,3
N583,N8469,4
N583,N1852,4
N584,N5302,1
N584,N1949,2
N584,N2633,5
N585,N5199,1
N585,N4143,4
N585,N1069,1
N586,N1063,1
N586,N3828,5
N586,N9267,2
N587,N8985,1
N587,N8449,3
N587,N5850,4
N588,N4942,2
N588,N4617,2
N588,N9627,1
N589,N1442,2
N589,N9109,1
N589,N1525,3
N590,N6957,5
N590,N2030,4
N590,N303,5
N591,N52,4
N591,N2639,3
N591,N1212,4
N592,N8663,4
N592,N1050,3
N592,N5321,2
N593,N3026,5
N593,N7473,3
N593,N4515,3
N594,N3243,4
N594,N3053,3
N594,N6681,2
N595,N4737,1
N595,N2046,1
N595,N9815,3
N596,N2538,5
N596,N9708,2
N596,N3967,5
N597,N8424,3
N597,N2780,3
N597,N4273,1
N598,N7590,3
N598,N5735,5
N598,N1573,4
N599,N9105,3
N599,N694,4
N599,N8968,3
N600,N3592,3
N600,N114,1
N600,N2100,1
N601,N6044,3
N601,N2739,4
N601,N593,3
N602,N7231,2
N602,N1198,4
N602,N692,1
N603,N8000,5
N603,N4987,5
N603,N8500,4
N604,N9748,4
N604,N4650,4
N604,N24,3
N605,N8138,2
N605,N635,4
N605,N6107,5
N606,N3399,1
N606,N6721,3
N606,N549,5
N607,N3403,3
N607,N5328,1
N607,N1314,5
N608,N7681,4
N608,N2225,5
N608,N951,1
N609,N4503,3
N609,N2464,1
N609,N2146,4
N610,N5303,2
N610,N8525,2
N610,N7761,2
N611,N46,5
N611,N1318,1
N611,N8617,5
N612,N6152,2
N612,N920,3
N612,N9904,2
N613,N5495,2
N613,N1035,5
N613,N844,3
N614,N7502,3
N614,N1500,2
N614,N4938,4
N615,N5097,1
N615,N3446,3
N615,N9865,1
N616,N96,5
N616,N9711,1
N616,N1877,3
N617,N1875,5
N617,N7582,4
N617,N7319,4
N618,N8570,4
N618,N3843,1
N618,N4310,4
N619,N2427,3
N619,N1498,2
N619,N7844,4
N620,N7637,3
N620,N4,2
N620,N4876,4
N621,N7452,3
N621,N9863,4
N621,N9100,2
N622,N8066,4
N622,N8671,4
N622,N4936,4
N623,N9882,1
N623,N5490,2
N623,N5719,2
N624,N4974,2
N624,N3245,1
N624,N8410,2
N625,N1475,4
N625,N8451,3
N625,N708,3
N626,N8114,4
N626,N7840,4
N626,N7035,5
N627,N5455,4
N627,N728,1
N627,N6337,1
N628,N6277,4
N628,N4811,3
N628,N1740,2
N629,N677,1
N629,N1733,4
N629,N4818,2
N630,N3669,4
N630,N5328,1
N630,N8150,2
N631,N401,1
N631,N2086,5
N631,N9516,1
N632,N1983,3
N632,N5238,1
N632,N8068,5
N633,N3107,1
N633,N1981,1
N633,N3596,4
N634,N738,5
N634,N7144,3
N634,N4220,3
N635,N2577,2
N635,N1161,3
N635,N8243,3
N636,N8863,2
N636,N8740,1
N636,N8269,4
N637,N212,1
N637,N561,3
N637,N704,4
N638,N357,4
N638,N8689,4
N638,N3777,2
N639,N343,2
N639,N6062,4
N639,N3377,5
N640,N774,4
N640,N8488,5
N640,N8476,1
N641,N2372,1
N641,N7866,4
N641,N679,1
N642,N4769,1
N642,N8184,1
N642,N6616,1
N643,N3455,1
N643,N6214,1
N643,N3777,2
N644,N7399,2
N644,N7949,1
N644,N5393,5
N645,N1545,5
N645,N2023,1
N645,N5565,3
N646,N7052,2
N646,N7213,2
N646,N4447,2
N647,N6963,5
N647,N2332,1
N647,N7204,1
N648,N2546,1
N648,N934,4
N648,N2524,2
N649,N9910,4
N649,N3234,2
N649,N8023,3
N650,N4321,1
N650,N2379,2
N650,N1474,2
N651,N2363,3
N651,N431,4
N651,N5315,3
N652,N5790,2
N652,N1149,3
N652,N540,5
N653,N1821,4
N653,N9264,2
N653,N5058,4
N654,N5304,5
N654,N7956,4
N654,N1995,5
N655,N2231,1
N655,N160,2
N655,N2485,2
N656,N4173,1
N656,N3216,1
N656,N715,3
N657,N32,3
N657,N1282,2
N657,N9168,4
N658,N7481,1
N658,N5710,5
N658,N9290,4
N659,N9796,2
N659,N1233,3
N659,N195,4
N660,N730,5
N660,N2812,4
N660,N1514,2
N661,N8324,1
N661,N2558,2
N661,N9361,2
N662,N8656,4
N662,N1984,4
N662,N4925,1
N663,N79,4
N663,N6943,4
N663,N290,2
N664,N7544,1
N664,N4507,5
N664,N2673,2
N665,N2055,2
N665,N5909,3
N665,N8680,1
N666,N7836,2
N666,N4244,5
N666,N2518,5
N667,N4334,2
N667,N4247,5
N667,N844,3
N668,N89,2
N668,N9114,1
N668,N5199,2
N669,N4590,1
N669,N1228,4
N669,N3285,4
N670,N8374,3
N670,N7625,1
N670,N975,1
N671,N9362,3
N671,N9360,5
N671,N3200,3
N672,N390,3
N672,N257,5
N672,N8482,2
N673,N2543,1
N673,N1958,4
N673,N9351,4
N674,N7287,2
N674,N3097,3
N674,N261,1
N675,N649,2
N675,N5949,3
N675,N127,1
N676,N40,5
N676,N5441,3
N676,N7199,5
N677,N1105,4
N677,N2130,3
N677,N1558,1
N678,N8748,5
N678,N8256,4
N678,N2188,2
N679,N1437,4
N679,N3396,5
N679,N3699,2
N680,N2176,3
N680,N612,3
N680,N107,5
N681,N6101,1
N681,N7431,5
N681,N7927,3
N682,N1724,1
N682,N2140,1
N682,N3255,3
N683,N4193,2
N683,N5920,5
N683,N1144,4
N684,N7177,1
N684,N62,3
N684,N1736,1
N685,N775,3
N685,N4430,3
N685,N5035,4
N686,N1983,2
N686,N5483,3
N686,N9988,4
N687,N791,4
N687,N580,4
N687,N1050,3
N688,N6292,2
N688,N4571,2
N688,N8026,5
N689,N2084,4
N689,N5176,4
N689,N3473,2
N690,N2521,5
N690,N8800,3
N690,N2612,1
N691,N8013,5
N691,N8275,4
N691,N1741,1
N692,N7386,4
N692,N8262,5
N692,N5644,5
N693,N1032,4
N693,N2277,4
N693,N4023,3
N694,N9484,1
N694,N1630,5
N694,N1340,3
N695,N2251,5
N695,N4850,4
N695,N1471,1
N696,N3835,1
N696,N1194,4
N696,N9039,4
N697,N8041,5
N697,N2870,4
N697,N8589,4
N698,N4925,5
N698,N9950,2
N698,N5234,1
N699,N415,1
N699,N949,3
N699,N8024,1
N700,N9784,1
N700,N1960,3
N700,N8758,3
N701,N2764,5
N701,N6268,5
N701,N4171,1
N702,N4495,5
N702,N4859,2
N702,N1247,5
N703,N4662,1
N703,N9896,5
N703,N7255,2
N704,N9828,1
N704,N4116,3
N704,N62,3
N705,N2681,2
N705,N124,2
N705,N6161,1
N706,N3143,2
N706,N9601,3
N706,N6124,1
N707,N6855,1
N707,N353,1
N707,N2121,5
N708,N4157,1
N708,N5333,1
N708,N1427,1
N709,N8148,1
N709,N3029,5
N709,N9684,1
N710,N6217,2
N710,N6406,2
N710,N7864,1
N711,N7723,1
N711,N2113,2
N711,N9146,2
N712,N9606,1
N712,N3450,4
N712,N1476,3
N713,N4864,1
N713,N5542,3
N713,N1218,1
N714,N1093,4
N714,N7170,2
N714,N7670,1
N715,N2917,4
N715,N4415,5
N715,N1826,1
N716,N2203,2
N716,N894,2
N716,N8049,5
N717,N9290,1
N717,N2342,3
N717,N7960,5
N718,N7540,5
N718,N7365,3
N718,N8954,5
N719,N6376,3
N719,N3400,2
N719,N1914,1
N720,N1775,3
N720,N9691,2
N720,N1021,1
N721,N7041,5
N721,N5373,3
N721,N6819,3
N722,N5085,2
N722,N6964,5
N722,N3085,1
N723,N4110,1
N723,N4052,5
N723,N2214,3
N724,N9608,3
N724,N9392,3
N724,N631,3
N725,N217,5
N725,N623,1
N725,N7130,3
N726,N5613,3
N726,N9776,2
N726,N2744,2
N727,N1013,2
N727,N8377,4
N727,N8576,3
N728,N6407,3
N728,N8443,5
N728,N1861,1
N729,N9123,3
N729,N2987,2
N729,N8028,4
N730,N6548,4
N730,N9423,2
N730,N6650,1
N731,N3769,3
N731,N4276,1
N731,N729,3
N732,N2432,1
N732,N2892,3
N732,N889,3
N733,N4682,4
N733,N8411,4
N733,N3859,5
N734,N3472,4
N734,N6211,2
N734,N6579,5
N735,N1662,5
N735,N2873,4
N735,N4552,5
N736,N7911,5
N736,N9532,3
N736,N1750,4
N737,N2509,1
N737,N2437,5
N737,N7521,2
N738,N8906,2
N738,N8617,2
N738,N6680,3
N739,N9111,1
N739,N6392,4
N739,N9721,3
N740,N7499,1
N740,N7510,2
N740,N5041,5
N741,N7001,5
N741,N2029,1
N741,N5083,5
N742,N2876,3
N742,N9013,4
N742,N2618,4
N743,N5842,2
N743,N1801,3
N743,N2434,3
N744,N6653,3
N744,N8261,2
N744,N3501,5
N745,N470,5
N745,N5531,1
N745,N2755,3
N746,N9,4
N746,N2038,5
N746,N9390,2
N747,N2912,4
N747,N7822,2
N747,N7176,2
N748,N3846,3
N748,N7347,4
N748,N8039,4
N749,N6517,4
N749,N2572,1
N749,N6471,5
N750,N6414,4
N750,N5057,2
N750,N8993,3
N751,N812,5
N751,N2097,4
N751,N1821,3
N752,N5712,2
N752,N1659,4
N752,N8908,4
N753,N9011,4
N753,N2196,3
N753,N4183,3
N754,N1481,4
N754,N703,5
N754,N1629,4
N755,N2838,4
N755,N3689,3
N755,N7774,4
N756,N9241,3
N756,N5771,1
N756,N1410,3
N757,N4134,3
N757,N7819,3
N757,N8420,3
N758,N3280,2
N758,N9317,1
N758,N1009,1
N759,N2145,1
N759,N2760,1
N759,N3712,1
N760,N4131,4
N760,N656,2
N760,N69,2
N761,N398,3
N761,N7546,1
N761,N6455,5
N762,N1488,5
N762,N6780,4
N762,N8983,5
N763,N2001,3
N763,N501,4
N763,N672,2
N764,N3820,1
N764,N4747,3
N764,N5690,5
N765,N2163,2
N765,N2560,3
N765,N7111,5
N766,N2384,4
N766,N2377,1
N766,N2463,1
N767,N4430,3
N767,N3172,1
N767,N9482,3
N768,N9418,3
N768,N8717,2
N768,N2329,2
N769,N3281,2
N769,N883,2
N769,N2698,1
N770,N6767,3
N770,N3472,5
N770,N2771,1
N771,N5783,1
N771,N3887,3
N771,N1943,2
N772,N3539,3
N772,N8617,1
N772,N6231,3
N773,N8428,1
N773,N4623,2
N773,N6000,3
N774,N6694,5
N774,N2223,4
N774,N772,1
N775,N180,4
N775,N4885,4
N775,N4542,1
N776,N1051,4
N776,N5274,5
N776,N6536,5
N777,N5453,4
N777,N9356,3
N777,N5182,2
N778,N5059,1
N778,N4853,2
N778,N1762,2
N779,N2851,5
N779,N7463,4
N779,N3327,4
N780,N8947,3
N780,N1146,5
N780,N1843,1
N781,N2119,2
N781,N2006,3
N781,N8862,3
N782,N1163,1
N782,N8951,3
N782,N534,5
N783,N5873,4
N783,N3201,1
N783,N6517,3
N784,N6293,3
N784,N4920,4
N784,N9894,2
N785,N9698,2
N785,N4542,1
N785,N5474,5
N786,N227,5
N786,N2690,2
N786,N8741,3
N787,N3280,5
N787,N6994,3
N787,N1795,1
N788,N3318,5
N788,N8827,3
N788,N5652,5
N789,N2617,3
N789,N624,1
N789,N4306,5
N790,N4189,1
N790,N336,4
N790,N1779,3
N791,N3364,4
N791,N9158,5
N791,N9146,4
N792,N4384,1
N792,N1108,3
N792,N2299,1
N793,N7518,5
N793,N3050,5
N793,N7778,4
N794,N8516,3
N794,N5857,4
N794,N8319,2
N795,N3508,4
N795,N3577,2
N795,N2155,1
N796,N9414,1
N796,N3296,1
N796,N1102,3
N797,N8337,1
N797,N321,4
N797,N8054,4
N798,N7310,5
N798,N4363,5
N798,N5793,2
N799,N4260,4
N799,N9696,1
N799,N8064,2
N800,N9795,1
N800,N6927,4
N800,N1209,4
N801,N3380,4
N801,N3375,4
N801,N9160,3
N802,N6724,4
N802,N6131,2
N802,N4014,3
N803,N3422,1
N803,N3747,1
N803,N6046,3
N804,N4370,3
N804,N5384,3
N804,N1638,4
N805,N5127,4
N805,N2254,5
N805,N118,5
N806,N4829,1
N806,N7005,3
N806,N3154,1
N807,N1360,5
N807,N1914,3
N807,N7792,1
N808,N7315,2
N808,N1845,3
N808,N4198,4
N809,N4134,1
N809,N9156,1
N809,N499,5
N810,N3127,4
N810,N4084,3
N810,N7570,5
N811,N7626,2
N811,N4600,3
N811,N6886,1
N812,N5056,2
N812,N1225,5
N812,N7121,3
N813,N7282,4
N813,N330,2
N813,N7077,1
N814,N3903,5
N814,N5316,3
N814,N959,3
N815,N5377,4
N815,N9525,5
N815,N200,3
N816,N6959,2
N816,N6288,2
N816,N4207,3
N817,N9060,2
N817,N3501,1
N817,N80,3
N818,N1468,1
N818,N5523,5
N818,N8969,5
N819,N4832,2
N819,N9687,3
N819,N5688,2
N820,N6157,2
N820,N5714,4
N820,N3913,4
N821,N3639,2
N821,N973,1
N821,N5427,4
N822,N9122,5
N822,N1086,4
N822,N5279,5
N823,N2844,2
N823,N5672,2
N823,N6478,1
N824,N9296,4
N824,N9481,4
N824,N4415,4
N825,N4269,5
N825,N1028,3
N825,N4734,5
N826,N9876,1
N826,N6301,2
N826,N1543,1
N827,N7634,4
N827,N8131,2
N827,N7341,3
N828,N2078,4
N828,N8875,4
N828,N9221,5
N829,N1674,3
N829,N487,4
N829,N8982,3
N830,N179,2
N830,N7096,5
N830,N2810,1
N831,N729,2
N831,N8921,1
N831,N9664,3
N832,N4329,5
N832,N134,5
N832,N2115,3
N833,N2390,1
N833,N2401,5
N833,N5990,1
N834,N7666,2
N834,N3889,1
N834,N3364,4
N835,N2686,3
N835,N9459,4
N835,N8615,1
N836,N2680,3
N836,N3687,5
N836,N1818,3
N837,N2616,3
N837,N1150,4
N837,N1877,2
N838,N6259,4
N838,N2549,3
N838,N1924,4
N839,N8535,4
N839,N3804,2
N839,N3650,4
N840,N1155,2
N840,N423,2
N840,N1943,5
N841,N3761,3
N841,N9723,2
N841,N589,4
N842,N3435,1
N842,N1526,1
N842,N7740,4
N843,N7993,2
N843,N622,2
N843,N7785,2
N844,N6868,2
N844,N413,1
N844,N6169,5
N845,N416,5
N845,N4562,5
N845,N750,1
N846,N8497,1
N846,N5706,1
N846,N5640,1
N847,N7174,3
N847,N8450,1
N847,N536,5
N848,N6784,5
N848,N7446,3
N848,N317,1
N849,N1120,1
N849,N6038,2
N849,N553,5
N850,N1880,4
N850,N9968,2
N850,N6381,5
N851,N72,1
N851,N1323,3
N851,N7105,2
N852,N6649,1
N852,N2720,4
N852,N3163,2
N853,N7219,5
N853,N7383,1
N853,N6029,5
N854,N8209,2
N854,N7341,3
N854,N110,2
N855,N2762,4
N855,N6226,2
N855,N7536,2
N856,N720,4
N856,N2739,5
N856,N3270,1
N857,N2431,5
N857,N6308,3
N857,N844,1
N858,N9584,5
N858,N7248,5
N858,N8039,3
N859,N9544,4
N859,N8228,1
N859,N9071,5
N860,N1613,4
N860,N4867,4
N860,N4462,1
N861,N5209,2
N861,N803,3
N861,N1622,4
N862,N3826,3
N862,N7895,3
N862,N2011,4
N863,N5961,3
N863,N8438,5
N863,N1855,3
N864,N9205,2
N864,N1263,4
N864,N1619,3
N865,N6799,2
N865,N3204,4
N865,N4599,4
N866,N2302,5
N866,N9377,5
N866,N8281,5
N867,N1989,2
N867,N1123,5
N867,N6301,1
N868,N9182,5
N868,N9432,1
N868,N6694,3
N869,N3845,4
N869,N9065,2
N869,N5838,4
N870,N6714,5
N870,N1429,5
N870,N1460,4
N871,N2654,4
N871,N9036,5
N871,N6660,2
N872,N5875,1
N872,N6410,3
N872,N1374,4
N873,N9007,3
N873,N1980,5
N873,N9460,1
N874,N5632,2
N874,N1984,4
N874,N8648,3
N875,N798,1
N875,N6494,2
N875,N5944,5
N876,N8185,4
N876,N9101,1
N876,N6555,5
N877,N3159,5
N877,N5625,5
N877,N5717,3
N878,N9015,1
N878,N6071,3
N878,N28,4
N879,N2904,4
N879,N6667,3
N879,N1806,4
N880,N9317,2
N880,N1782,5
N880,N2753,4
N881,N8093,1
N881,N8292,5
N881,N2959,5
N882,N5713,1
N882,N9281,2
N882,N9469,5
N883,N225,5
N883,N5039,2
N883,N3055,4
N884,N7776,3
N884,N7946,4
N884,N8549,4
N885,N2744,2
N885,N9897,4
N885,N3695,5
N886,N1519,1
N886,N3140,4
N886,N9715,1
N887,N4410,2
N887,N1574,1
N887,N9182,5
N888,N3100,1
N888,N2662,1
N888,N4795,1
N889,N6568,5
N889,N4535,3
N889,N8848,5
N890,N3975,5
N890,N3770,2
N890,N5495,4
N891,N1049,1
N891,N1683,3
N891,N4547,5
N892,N4817,1
N892,N1204,5
N892,N6271,2
N893,N7665,3
N893,N950,1
N893,N1537,3
N894,N8363,2
N894,N985,3
N894,N2138,4
N895,N5153,5
N895,N887,1
N895,N424,3
N896,N1693,2
N896,N1207,3
N896,N7134,4
