source,target,weight
N7977,N7978,3
N7978,N7979,5
N7979,N7980,3
N7980,N7981,2
N7981,N7982,3
N7982,N7983,4
N7983,N7984,4
N7984,N7985,3
N7985,N7986,3
N7986,N7987,3
N7987,N7988,4
N7988,N7989,1
N7989,N7990,3
N7990,N7991,1
N7991,N7992,4
N7992,N7993,1
N7993,N7994,5
N7994,N7995,1
N7995,N7996,2
N7996,N7997,1
N7997,N7998,1
N7998,N7999,3
N7999,N8000,2
N8000,N8001,4
N8001,N8002,4
N8002,N8003,1
N8003,N8004,5
N8004,N8005,1
N8005,N8006,3
N8006,N8007,4
N8007,N8008,3
N8008,N8009,1
N8009,N8010,3
N8010,N8011,5
N8011,N8012,3
N8012,N8013,1
N8013,N8014,2
N8014,N8015,4
N8015,N8016,5
N8016,N8017,1
N8017,N8018,4
N8018,N8019,1
N8019,N8020,5
N8020,N8021,4
N8021,N8022,5
N8022,N8023,3
N8023,N8024,2
N8024,N8025,3
N8025,N8026,3
N8026,N8027,2
N8027,N8028,4
N8028,N8029,5
N8029,N8030,4
N8030,N8031,1
N8031,N8032,1
N8032,N8033,2
N8033,N8034,3
N8034,N8035,2
N8035,N8036,1
N8036,N8037,1
N8037,N8038,5
N8038,N8039,1
N8039,N8040,4
N8040,N8041,3
N8041,N8042,5
N8042,N8043,5
N8043,N8044,1
N8044,N8045,4
N8045,N8046,1
N8046,N8047,5
N8047,N8048,2
N8048,N8049,5
N8049,N8050,5
N8050,N8051,1
N8051,N8052,2
N8052,N8053,1
N8053,N8054,1
N8054,N8055,3
N8055,N8056,4
N8056,N8057,2
N8057,N8058,2
N8058,N8059,2
N8059,N8060,5
N8060,N8061,1
N8061,N8062,3
N8062,N8063,2
N8063,N8064,3
N8064,N8065,4
N8065,N8066,3
N8066,N8067,1
N8067,N8068,5
N8068,N8069,2
N8069,N8070,4
N8070,N8071,3
N8071,N8072,2
N8072,N8073,3
N8073,N8074,5
N8074,N8075,3
N8075,N8076,2
N8076,N8077,4
N8077,N8078,1
N8078,N8079,1
N8079,N8080,5
N8080,N8081,4
N8081,N8082,2
N8082,N8083,1
N8083,N8084,4
N8084,N8085,5
N8085,N8086,4
N8086,N8087,5
N8087,N8088,3
N8088,N8089,2
N8089,N8090,1
N8090,N8091,5
N8091,N8092,5
N8092,N8093,4
N8093,N8094,2
N8094,N8095,4
N8095,N8096,4
N8096,N8097,1
N8097,N8098,1
N8098,N8099,2
N8099,N8100,5
N8100,N8101,5
N8101,N8102,5
N8102,N8103,5
N8103,N8104,2
N8104,N8105,4
N8105,N8106,5
N8106,N8107,4
N8107,N8108,4
N8108,N8109,2
N8109,N8110,3
N8110,N8111,1
N8111,N8112,2
N8112,N8113,3
N8113,N8114,2
N8114,N8115,4
N8115,N8116,3
N8116,N8117,1
N8117,N8118,2
N8118,N8119,5
N8119,N8120,4
N8120,N8121,2
N8121,N8122,2
N8122,N8123,4
N8123,N8124,4
N8124,N8125,3
N8125,N8126,3
N8126,N8127,3
N8127,N8128,3
N8128,N8129,1
N8129,N8130,3
N8130,N8131,5
N8131,N8132,4
N8132,N8133,2
N8133,N8134,3
N8134,N8135,1
N8135,N8136,5
N8136,N8137,4
N8137,N8138,4
N8138,N8139,4
N8139,N8140,1
N8140,N8141,3
N8141,N8142,5
N8142,N8143,2
N8143,N8144,5
N8144,N8145,5
N8145,N8146,1
N8146,N8147,2
N8147,N8148,4
N8148,N8149,4
N8149,N8150,1
N8150,N8151,2
N8151,N8152,5
N8152,N8153,2
N8153,N8154,1
N8154,N8155,3
N8155,N8156,1
N8156,N8157,2
N8157,N8158,5
N8158,N8159,3
N8159,N8160,3
N8160,N8161,3
N8161,N8162,5
N8162,N8163,3
N8163,N8164,4
N8164,N8165,5
N8165,N8166,4
N8166,N8167,2
N8167,N8168,2
N8168,N8169,1
N8169,N8170,3
N8170,N8171,4
N8171,N8172,4
N8172,N8173,3
N8173,N8174,5
N8174,N8175,5
N8175,N8176,3
N8176,N8177,5
N8177,N8178,4
N8178,N8179,1
N8179,N8180,4
N8180,N8181,1
N8181,N8182,1
N8182,N8183,2
N8183,N8184,5
N8184,N8185,4
N8185,N8186,5
N8186,N8187,4
N8187,N8188,4
N8188,N8189,3
N8189,N8190,1
N8190,N8191,5
N8191,N8192,4
N8192,N8193,3
N8193,N8194,4
N8194,N8195,1
N8195,N8196,2
N8196,N8197,4
N8197,N8198,5
N8198,N8199,2
N8199,N8200,2
N8200,N8201,1
N8201,N8202,2
N8202,N8203,3
N8203,N8204,3
N8204,N8205,5
N8205,N8206,4
N8206,N8207,3
N8207,N8208,4
N8208,N8209,2
N8209,N8210,3
N8210,N8211,5
N8211,N8212,2
N8212,N8213,5
N8213,N8214,4
N8214,N8215,4
N8215,N8216,2
N8216,N8217,1
N8217,N8218,5
N8218,N8219,3
N8219,N8220,3
N8220,N8221,2
N8221,N8222,5
N8222,N8223,3
N8223,N8224,4
N8224,N8225,4
N8225,N8226,1
N8226,N8227,4
N8227,N8228,2
N8228,N8229,4
N8229,N8230,4
N8230,N8231,2
N8231,N8232,4
N8232,N8233,4
N8233,N8234,2
N8234,N8235,2
N8235,N8236,1
N8236,N8237,5
N8237,N8238,5
N8238,N8239,4
N8239,N8240,5
N8240,N8241,2
N8241,N8242,4
N8242,N8243,1
N8243,N8244,4
N8244,N8245,3
N8245,N8246,3
N8246,N8247,3
N8247,N8248,3
N8248,N8249,1
N8249,N8250,1
N8250,N8251,4
N8251,N8252,5
N8252,N8253,3
N8253,N8254,4
N8254,N8255,5
N8255,N8256,3
N8256,N8257,3
N8257,N8258,5
N8258,N8259,1
N8259,N8260,4
N8260,N8261,4
N8261,N8262,2
N8262,N8263,3
N8263,N8264,5
N8264,N8265,4
N8265,N8266,3
N8266,N8267,2
N8267,N8268,3
N8268,N8269,1
N8269,N8270,3
N8270,N8271,3
N8271,N8272,2
N8272,N8273,4
N8273,N8274,3
N8274,N8275,4
N8275,N8276,3
N8276,N8277,1
N8277,N8278,4
N8278,N8279,5
N8279,N8280,1
N8280,N8281,2
N8281,N8282,1
N8282,N8283,2
N8283,N8284,2
N8284,N8285,4
N8285,N8286,2
N8286,N8287,2
N8287,N8288,3
N8288,N8289,3
N8289,N8290,4
N8290,N8291,3
N8291,N8292,5
N8292,N8293,1
N8293,N8294,1
N8294,N8295,2
N8295,N8296,3
N8296,N8297,3
N8297,N8298,4
N8298,N8299,1
N8299,N8300,2
N8300,N8301,4
N8301,N8302,5
N8302,N8303,2
N8303,N8304,2
N8304,N8305,1
N8305,N8306,4
N8306,N8307,4
N8307,N8308,3
N8308,N8309,4
N8309,N8310,5
N8310,N8311,2
N8311,N8312,5
N8312,N8313,2
N8313,N8314,5
N8314,N8315,5
N8315,N8316,5
N8316,N8317,3
N8317,N8318,4
N8318,N8319,4
N8319,N8320,2
N8320,N8321,3
N8321,N8322,3
N8322,N8323,3
N8323,N8324,1
N8324,N8325,1
N8325,N8326,2
N8326,N8327,5
N8327,N8328,5
N8328,N8329,3
N8329,N8330,1
N8330,N8331,5
N8331,N8332,2
N8332,N8333,1
N8333,N8334,4
N8334,N8335,2
N8335,N8336,3
N8336,N8337,1
N8337,N8338,3
N8338,N8339,4
N8339,N8340,5
N8340,N8341,4
N8341,N8342,1
N8342,N8343,1
N8343,N8344,3
N8344,N8345,3
N8345,N8346,2
N8346,N8347,1
N8347,N8348,3
N8348,N8349,4
N8349,N8350,3
N8350,N8351,5
N8351,N8352,2
N8352,N8353,1
N8353,N8354,5
N8354,N8355,3
N8355,N8356,4
N8356,N8357,2
N8357,N8358,4
N8358,N8359,4
N8359,N8360,5
N8360,N8361,2
N8361,N8362,1
N8362,N8363,1
N8363,N8364,1
N8364,N8365,5
N8365,N8366,2
N8366,N8367,1
N8367,N8368,3
N8368,N8369,2
N8369,N8370,5
N8370,N8371,3
N8371,N8372,3
N8372,N8373,3
N8373,N8374,1
N8374,N8375,3
N8375,N8376,3
N8376,N8377,2
N8377,N8378,2
N8378,N8379,5
N8379,N8380,3
N8380,N8381,1
N8381,N8382,1
N8382,N8383,1
N8383,N8384,1
N8384,N8385,5
N8385,N8386,5
N8386,N8387,3
N8387,N8388,1
N8388,N8389,1
N8389,N8390,1
N8390,N8391,3
N8391,N8392,2
N8392,N8393,1
N8393,N8394,2
N8394,N8395,5
N8395,N8396,4
N8396,N8397,2
N8397,N8398,5
N8398,N8399,5
N8399,N8400,4
N8400,N8401,5
N8401,N8402,4
N8402,N8403,5
N8403,N8404,1
N8404,N8405,1
N8405,N8406,2
N8406,N8407,4
N8407,N8408,3
N8408,N8409,3
N8409,N8410,2
N8410,N8411,2
N8411,N8412,2
N8412,N8413,2
N8413,N8414,2
N8414,N8415,3
N8415,N8416,4
N8416,N8417,5
N8417,N8418,4
N8418,N8419,4
N8419,N8420,2
N8420,N8421,4
N8421,N8422,5
N8422,N8423,2
N8423,N8424,1
N8424,N8425,1
N8425,N8426,2
N8426,N8427,1
N8427,N8428,4
N8428,N8429,1
N8429,N8430,5
N8430,N8431,4
N8431,N8432,1
N8432,N8433,3
N8433,N8434,3
N8434,N8435,1
N8435,N8436,3
N8436,N8437,1
N8437,N8438,4
N8438,N8439,5
N8439,N8440,4
N8440,N8441,4
N8441,N8442,2
N8442,N8443,3
N8443,N8444,2
N8444,N8445,3
N8445,N8446,4
N8446,N8447,2
N8447,N8448,4
N8448,N8449,4
N8449,N8450,2
N8450,N8451,4
N8451,N8452,4
N8452,N8453,3
N8453,N8454,5
N8454,N8455,5
N8455,N8456,2
N8456,N8457,3
N8457,N8458,2
N8458,N8459,2
N8459,N8460,5
N8460,N8461,1
N8461,N8462,3
N8462,N8463,1
N8463,N8464,5
N8464,N8465,3
N8465,N8466,3
N8466,N8467,5
N8467,N8468,3
N8468,N8469,2
N8469,N8470,4
N8470,N8471,1
N8471,N8472,5
N8472,N8473,3
N8473,N8474,5
N8474,N8475,1
N8475,N8476,4
N8476,N8477,2
N8477,N8478,4
N8478,N8479,3
N8479,N8480,5
N8480,N8481,2
N8481,N8482,3
N8482,N8483,4
N8483,N8484,3
N8484,N8485,3
N8485,N8486,4
N8486,N8487,3
N8487,N8488,1
N8488,N8489,5
N8489,N8490,5
N8490,N8491,3
N8491,N8492,5
N8492,N8493,1
N8493,N8494,3
N8494,N8495,3
N8495,N8496,1
N8496,N8497,1
N8497,N8498,4
N8498,N8499,2
N8499,N8500,3
N8500,N8501,1
N8501,N8502,3
N8502,N8503,4
N8503,N8504,5
N8504,N8505,1
N8505,N8506,3
N8506,N8507,3
N8507,N8508,4
N8508,N8509,2
N8509,N8510,2
N8510,N8511,5
N8511,N8512,3
N8512,N8513,5
N8513,N8514,2
N8514,N8515,5
N8515,N8516,2
N8516,N8517,5
N8517,N8518,4
N8518,N8519,2
N8519,N8520,3
N8520,N8521,2
N8521,N8522,1
N8522,N8523,3
N8523,N8524,2
N8524,N8525,2
N8525,N8526,3
N8526,N8527,2
N8527,N8528,2
N8528,N8529,3
N8529,N8530,3
N8530,N8531,2
N8531,N8532,5
N8532,N8533,4
N8533,N8534,2
N8534,N8535,4
N8535,N8536,3
N8536,N8537,2
N8537,N8538,1
N8538,N8539,4
N8539,N8540,2
N8540,N8541,1
N8541,N8542,3
N8542,N8543,1
N8543,N8544,2
N8544,N8545,2
N8545,N8546,4
N8546,N8547,3
N8547,N8548,3
N8548,N8549,2
N8549,N8550,5
N8550,N8551,2
N8551,N8552,4
N8552,N8553,4
N8553,N8554,3
N8554,N8555,2
N8555,N8556,1
N8556,N8557,5
N8557,N8558,5
N8558,N8559,1
N8559,N8560,3
N8560,N8561,5
N8561,N8562,5
N8562,N8563,4
N8563,N8564,4
N8564,N8565,4
N8565,N8566,1
N8566,N8567,1
N8567,N8568,1
N8568,N8569,2
N8569,N8570,2
N8570,N8571,1
N8571,N8572,4
N8572,N8573,2
N8573,N8574,1
N8574,N8575,3
N8575,N8576,3
N8576,N8577,1
N8577,N8578,4
N8578,N8579,5
N8579,N8580,1
N8580,N8581,3
N8581,N8582,3
N8582,N8583,2
N8583,N8584,5
N8584,N8585,4
N8585,N8586,5
N8586,N8587,4
N8587,N8588,1
N8588,N8589,4
N8589,N8590,5
N8590,N8591,2
N8591,N8592,5
N8592,N8593,1
N8593,N8594,2
N8594,N8595,5
N8595,N8596,3
N8596,N8597,2
N8597,N8598,4
N8598,N8599,4
N8599,N8600,4
N8600,N8601,2
N8601,N8602,3
N8602,N8603,2
N8603,N8604,5
N8604,N8605,5
N8605,N8606,1
N8606,N8607,1
N8607,N8608,5
N8608,N8609,3
N8609,N8610,2
N8610,N8611,1
N8611,N8612,3
N8612,N8613,3
N8613,N8614,3
N8614,N8615,2
N8615,N8616,3
N8616,N8617,5
N8617,N8618,3
N8618,N8619,5
N8619,N8620,5
N8620,N8621,1
N8621,N8622,3
N8622,N8623,2
N8623,N8624,2
N8624,N8625,2
N8625,N8626,2
N8626,N8627,1
N8627,N8628,1
N8628,N8629,3
N8629,N8630,2
N8630,N8631,1
N8631,N8632,4
N8632,N8633,2
N8633,N8634,4
N8634,N8635,2
N8635,N8636,4
N8636,N8637,5
N8637,N8638,2
N8638,N8639,1
N8639,N8640,5
N8640,N8641,3
N8641,N8642,2
N8642,N8643,3
N8643,N8644,5
N8644,N8645,3
N8645,N8646,2
N8646,N8647,2
N8647,N8648,2
N8648,N8649,3
N8649,N8650,3
N8650,N8651,4
N8651,N8652,2
N8652,N8653,5
N8653,N8654,3
N8654,N8655,5
N8655,N8656,4
N8656,N8657,3
N8657,N8658,3
N8658,N8659,4
N8659,N8660,5
N8660,N8661,4
N8661,N8662,4
N8662,N8663,2
N8663,N8664,3
N8664,N8665,2
N8665,N8666,4
N8666,N8667,4
N8667,N8668,2
N8668,N8669,4
N8669,N8670,5
N8670,N8671,5
N8671,N8672,3
N8672,N8673,2
N8673,N8674,2
N8674,N8675,2
N8675,N8676,1
N8676,N8677,5
N8677,N8678,2
N8678,N8679,4
N8679,N8680,3
N8680,N8681,4
N8681,N8682,4
N8682,N8683,2
N8683,N8684,3
N8684,N8685,4
N8685,N8686,1
N8686,N8687,3
N8687,N8688,2
N8688,N8689,4
N8689,N8690,3
N8690,N8691,2
N8691,N8692,1
N8692,N8693,2
N8693,N8694,3
N8694,N8695,5
N8695,N8696,2
N8696,N8697,1
N8697,N8698,4
N8698,N8699,3
N8699,N8700,4
N8700,N8701,1
N8701,N8702,3
N8702,N8703,1
N8703,N8704,3
N8704,N8705,1
N8705,N8706,3
N8706,N8707,5
N8707,N8708,5
N8708,N8709,2
N8709,N8710,3
N8710,N8711,3
N8711,N8712,1
N8712,N8713,5
N8713,N8714,1
N8714,N8715,5
N8715,N8716,4
N8716,N8717,5
N8717,N8718,4
N8718,N8719,4
N8719,N8720,4
N8720,N8721,5
N8721,N8722,3
N8722,N8723,2
N8723,N8724,2
N8724,N8725,1
N8725,N8726,3
N8726,N8727,3
N8727,N8728,1
N8728,N8729,3
N8729,N8730,3
N8730,N8731,4
N8731,N8732,2
N8732,N8733,1
N8733,N8734,3
N8734,N8735,1
N8735,N8736,2
N8736,N8737,2
N8737,N8738,1
N8738,N8739,4
N8739,N8740,3
N8740,N8741,5
N8741,N8742,2
N8742,N8743,5
N8743,N8744,4
N8744,N8745,3
N8745,N8746,3
N8746,N8747,2
N8747,N8748,2
N8748,N8749,1
N8749,N8750,4
N8750,N8751,1
N8751,N8752,1
N8752,N8753,1
N8753,N8754,2
N8754,N8755,4
N8755,N8756,2
N8756,N8757,3
N8757,N8758,3
N8758,N8759,4
N8759,N8760,3
N8760,N8761,5
N8761,N8762,3
N8762,N8763,2
N8763,N8764,4
N8764,N8765,5
N8765,N8766,1
N8766,N8767,3
N8767,N8768,1
N8768,N8769,5
N8769,N8770,1
N8770,N8771,3
N8771,N8772,1
N8772,N8773,2
N8773,N8774,1
N8774,N8775,3
N8775,N8776,4
N8776,N8777,4
N8777,N8778,5
N8778,N8779,3
N8779,N8780,1
N8780,N8781,4
N8781,N8782,2
N8782,N8783,3
N8783,N8784,1
N8784,N8785,3
N8785,N8786,2
N8786,N8787,3
N8787,N8788,2
N8788,N8789,3
N8789,N8790,3
N8790,N8791,4
N8791,N8792,2
N8792,N8793,3
N8793,N8794,5
N8794,N8795,2
N8795,N8796,3
N8796,N8797,4
N8797,N8798,3
N8798,N8799,3
N8799,N8800,3
N8800,N8801,2
N8801,N8802,3
N8802,N8803,5
N8803,N8804,1
N8804,N8805,1
N8805,N8806,1
N8806,N8807,1
N8807,N8808,3
N8808,N8809,1
N8809,N8810,1
N8810,N8811,5
N8811,N8812,5
N8812,N8813,3
N8813,N8814,1
N8814,N8815,2
N8815,N8816,5
N8816,N8817,3
N8817,N8818,5
N8818,N8819,2
N8819,N8820,1
N8820,N8821,5
N8821,N8822,5
N8822,N8823,2
N8823,N8824,4
N8824,N8825,4
N8825,N8826,3
N8826,N8827,5
N8827,N8828,5
N8828,N8829,3
N8829,N8830,1
N8830,N8831,2
N8831,N8832,2
N8832,N8833,4
N8833,N8834,3
N8834,N8835,4
N8835,N8836,4
N8836,N8837,1
N8837,N8838,4
N8838,N8839,4
N8839,N8840,4
N8840,N8841,5
N8841,N8842,5
N8842,N8843,1
N8843,N8844,1
N8844,N8845,5
N8845,N8846,3
N8846,N8847,4
N8847,N8848,4
N8848,N8849,4
N8849,N8850,5
N8850,N8851,2
N8851,N8852,1
N8852,N8853,2
N8853,N8854,3
N8854,N8855,4
N8855,N8856,1
N8856,N8857,5
N8857,N8858,2
N8858,N8859,4
N8859,N8860,2
N8860,N8861,3
N8861,N8862,4
N8862,N8863,4
N8863,N8864,3
N8864,N8865,4
N8865,N8866,4
N8866,N8867,1
N8867,N8868,4
N8868,N8869,1
N8869,N8870,5
N8870,N8871,1
N8871,N8872,5
N8872,N8873,3
N8873,N8874,3
N8874,N8875,2
N8875,N8876,3
N8876,N8877,5
N8877,N8878,2
N8878,N8879,3
N8879,N8880,2
N8880,N8881,4
N8881,N8882,3
N8882,N8883,3
N8883,N8884,3
N8884,N8885,5
N8885,N8886,5
N8886,N8887,4
N8887,N8888,5
N8888,N8889,4
N8889,N8890,3
N8890,N8891,2
N8891,N8892,2
N8892,N8893,2
N8893,N8894,1
N8894,N8895,5
N8895,N8896,5
N8896,N8897,1
N8897,N8898,2
N8898,N8899,5
N8899,N8900,4
N8900,N8901,4
N8901,N8902,5
N8902,N8903,2
N8903,N8904,3
N8904,N8905,5
N8905,N8906,4
N8906,N8907,5
N8907,N8908,4
N8908,N8909,1
N8909,N8910,5
N8910,N8911,2
N8911,N8912,2
N8912,N8913,3
N8913,N8914,3
N8914,N8915,5
N8915,N8916,2
N8916,N8917,3
N8917,N8918,5
N8918,N8919,1
N8919,N8920,1
N8920,N8921,3
N8921,N8922,5
N8922,N8923,5
N8923,N8924,1
N8924,N8925,2
N8925,N8926,1
N8926,N8927,1
N8927,N8928,4
N8928,N8929,1
N8929,N8930,3
N8930,N8931,5
N8931,N8932,5
N8932,N8933,2
N8933,N8934,1
N8934,N8935,5
N8935,N8936,4
N8936,N8937,4
N8937,N8938,5
N8938,N8939,3
N8939,N8940,1
N8940,N8941,3
N8941,N8942,2
N8942,N8943,1
N8943,N8944,2
N8944,N8945,3
N8945,N8946,1
N8946,N8947,4
N8947,N8948,3
N8948,N8949,2
N8949,N8950,2
N8950,N8951,4
N8951,N8952,4
N8952,N8953,4
N8953,N8954,5
N8954,N8955,2
N8955,N8956,1
N8956,N8957,1
N8957,N8958,2
N8958,N8959,5
N8959,N8960,3
N8960,N8961,5
N8961,N8962,3
N8962,N8963,4
N8963,N8964,5
N8964,N8965,4
N8965,N8966,1
N8966,N8967,4
N8967,N8968,1
N8968,N8969,1
N8969,N8970,5
N8970,N8971,1
N8971,N8972,5
N8972,N8973,4
N8973,N8974,4
N8974,N8975,2
N8975,N8976,4
N8976,N8977,2
N8977,N8978,5
N8978,N8979,2
N8979,N8980,4
N8980,N8981,5
N8981,N8982,5
N8982,N8983,3
N8983,N8984,2
N8984,N8985,2
N8985,N8986,4
N8986,N8987,2
N8987,N8988,4
N8988,N8989,4
N8989,N8990,1
N8990,N8991,3
N8991,N8992,1
N8992,N8993,5
N8993,N8994,5
N8994,N8995,5
N8995,N8996,1
N8996,N8997,1
N8997,N8998,3
N8998,N8999,2
N8999,N9000,5
N9000,N9001,2
N9001,N9002,5
N9002,N9003,2
N9003,N9004,5
N9004,N9005,5
N9005,N9006,5
N9006,N9007,3
N9007,N9008,2
N9008,N9009,3
N9009,N9010,2
N9010,N9011,4
N9011,N9012,2
N9012,N9013,3
N9013,N9014,4
N9014,N9015,2
N9015,N9016,3
N9016,N9017,5
N9017,N9018,4
N9018,N9019,5
N9019,N9020,1
N9020,N9021,1
N9021,N9022,2
N9022,N9023,3
N9023,N9024,5
N9024,N9025,3
N9025,N9026,3
N9026,N9027,2
N9027,N9028,5
N9028,N9029,2
N9029,N9030,2
N9030,N9031,2
N9031,N9032,3
N9032,N9033,5
N9033,N9034,4
N9034,N9035,5
N9035,N9036,5
N9036,N9037,1
N9037,N9038,1
N9038,N9039,4
N9039,N9040,2
N9040,N9041,5
N9041,N9042,5
N9042,N9043,3
N9043,N9044,5
N9044,N9045,4
N9045,N9046,5
N9046,N9047,2
N9047,N9048,2
N9048,N9049,2
N9049,N9050,3
N9050,N9051,3
N9051,N9052,1
N9052,N9053,1
N9053,N9054,3
N9054,N9055,1
N9055,N9056,1
N9056,N9057,5
N9057,N9058,4
N9058,N9059,1
N9059,N9060,2
N9060,N9061,3
N9061,N9062,3
N9062,N9063,1
N9063,N9064,4
N9064,N9065,2
N9065,N9066,1
N9066,N9067,1
N9067,N9068,1
N9068,N9069,5
N9069,N9070,3
N9070,N9071,4
N9071,N9072,5
N9072,N9073,4
N9073,N9074,2
N9074,N9075,3
N9075,N9076,2
N9076,N9077,2
N9077,N9078,4
N9078,N9079,3
N9079,N9080,1
N9080,N9081,1
N9081,N9082,3
N9082,N9083,1
N9083,N9084,1
N9084,N9085,1
N9085,N9086,3
N9086,N9087,3
N9087,N9088,5
N9088,N9089,2
N9089,N9090,3
N9090,N9091,3
N9091,N9092,2
N9092,N9093,5
N9093,N9094,1
N9094,N9095,2
N9095,N9096,2
N9096,N9097,3
N9097,N9098,2
N9098,N9099,2
N9099,N9100,3
N9100,N9101,1
N9101,N9102,4
N9102,N9103,2
N9103,N9104,5
N9104,N9105,4
N9105,N9106,2
N9106,N9107,4
N9107,N9108,2
N9108,N9109,5
N9109,N9110,1
N9110,N9111,4
N9111,N9112,4
N9112,N9113,3
N9113,N9114,3
N9114,N9115,1
N9115,N9116,1
N9116,N9117,3
N9117,N9118,1
N9118,N9119,3
N9119,N9120,5
N9120,N9121,2
N9121,N9122,1
N9122,N9123,4
N9123,N9124,5
N9124,N9125,2
N9125,N9126,4
N9126,N9127,3
N9127,N9128,3
N9128,N9129,2
N9129,N9130,1
N9130,N9131,3
N9131,N9132,4
N9132,N9133,4
N9133,N9134,3
N9134,N9135,2
N9135,N9136,2
N9136,N9137,3
N9137,N9138,1
N9138,N9139,3
N9139,N9140,3
N9140,N9141,5
N9141,N9142,5
N9142,N9143,4
N9143,N9144,1
N9144,N9145,5
N9145,N9146,3
N9146,N9147,5
N9147,N9148,4
N9148,N9149,1
N9149,N9150,5
N9150,N9151,1
N9151,N9152,5
N9152,N9153,3
N9153,N9154,4
N9154,N9155,5
N9155,N9156,5
N9156,N9157,4
N9157,N9158,2
N9158,N9159,4
N9159,N9160,2
N9160,N9161,3
N9161,N9162,4
N9162,N9163,3
N9163,N9164,4
N9164,N9165,2
N9165,N9166,3
N9166,N9167,4
N9167,N9168,2
N9168,N9169,5
N9169,N9170,3
N9170,N9171,3
N9171,N9172,5
N9172,N9173,5
N9173,N9174,5
N9174,N9175,3
N9175,N9176,1
N9176,N9177,5
N9177,N9178,1
N9178,N9179,1
N9179,N9180,5
N9180,N9181,3
N9181,N9182,4
N9182,N9183,1
N9183,N9184,4
N9184,N9185,2
N9185,N9186,1
N9186,N9187,4
N9187,N9188,5
N9188,N9189,1
N9189,N9190,2
N9190,N9191,2
N9191,N9192,5
N9192,N9193,1
N9193,N9194,4
N9194,N9195,5
N9195,N9196,4
N9196,N9197,2
N9197,N9198,3
N9198,N9199,3
N9199,N9200,5
N9200,N9201,4
N9201,N9202,5
N9202,N9203,5
N9203,N9204,1
N9204,N9205,3
N9205,N9206,2
N9206,N9207,4
N9207,N9208,1
N9208,N9209,3
N9209,N9210,2
N9210,N9211,1
N9211,N9212,2
N9212,N9213,1
N9213,N9214,3
N9214,N9215,4
N9215,N9216,3
N9216,N9217,1
N9217,N9218,5
N9218,N9219,1
N9219,N9220,5
N9220,N9221,3
N9221,N9222,3
N9222,N9223,4
N9223,N9224,4
N9224,N9225,2
N9225,N9226,5
N9226,N9227,4
N9227,N9228,5
N9228,N9229,5
N9229,N9230,2
N9230,N9231,2
N9231,N9232,4
N9232,N9233,4
N9233,N9234,1
N9234,N9235,3
N9235,N9236,2
N9236,N9237,2
N9237,N9238,1
N9238,N9239,4
N9239,N9240,3
N9240,N9241,1
N9241,N9242,1
N9242,N9243,3
N9243,N9244,2
N9244,N9245,1
N9245,N9246,5
N9246,N9247,4
N9247,N9248,4
N9248,N9249,4
N9249,N9250,4
N9250,N9251,4
N9251,N9252,2
N9252,N9253,1
N9253,N9254,5
N9254,N9255,1
N9255,N9256,1
N9256,N9257,2
N9257,N9258,5
N9258,N9259,3
N9259,N9260,1
N9260,N9261,5
N9261,N9262,3
N9262,N9263,2
N9263,N9264,5
N9264,N9265,4
N9265,N9266,4
N9266,N9267,1
N9267,N9268,4
N9268,N9269,5
N9269,N9270,3
N9270,N9271,4
N9271,N9272,3
N9272,N9273,5
N9273,N9274,5
N9274,N9275,2
N9275,N9276,2
N9276,N9277,2
N9277,N9278,4
N9278,N9279,4
N9279,N9280,3
N9280,N9281,1
N9281,N9282,5
N9282,N9283,2
N9283,N9284,3
N9284,N9285,2
N9285,N9286,5
N9286,N9287,3
N9287,N9288,2
N9288,N9289,3
N9289,N9290,2
N9290,N9291,4
N9291,N9292,5
N9292,N9293,4
N9293,N9294,5
N9294,N9295,3
N9295,N9296,1
N9296,N9297,3
N9297,N9298,2
N9298,N9299,3
N9299,N9300,1
N9300,N9301,3
N9301,N9302,5
N9302,N9303,2
N9303,N9304,4
N9304,N9305,4
N9305,N9306,3
N9306,N9307,3
N9307,N9308,1
N9308,N9309,2
N9309,N9310,4
N9310,N9311,2
N9311,N9312,4
N9312,N9313,1
N9313,N9314,5
N9314,N9315,2
N9315,N9316,4
N9316,N9317,3
N9317,N9318,1
N9318,N9319,5
N9319,N9320,2
N9320,N9321,1
N9321,N9322,1
N9322,N9323,1
N9323,N9324,2
N9324,N9325,3
N9325,N9326,2
N9326,N9327,3
N9327,N9328,3
N9328,N9329,3
N9329,N9330,5
N9330,N9331,5
N9331,N9332,3
N9332,N9333,5
N9333,N9334,1
N9334,N9335,5
N9335,N9336,5
N9336,N9337,4
N9337,N9338,2
N9338,N9339,4
N9339,N9340,5
N9340,N9341,1
N9341,N9342,2
N9342,N9343,1
N9343,N9344,3
N9344,N9345,2
N9345,N9346,1
N9346,N9347,4
N9347,N9348,2
N9348,N9349,2
N9349,N9350,2
N9350,N9351,3
N9351,N9352,1
N9352,N9353,2
N9353,N9354,5
N9354,N9355,4
N9355,N9356,5
N9356,N9357,5
N9357,N9358,2
N9358,N9359,3
N9359,N9360,5
N9360,N9361,3
N9361,N9362,2
N9362,N9363,3
N9363,N9364,2
N9364,N9365,4
N9365,N9366,3
N9366,N9367,2
N9367,N9368,2
N9368,N9369,4
N9369,N9370,4
N9370,N9371,2
N9371,N9372,3
N9372,N9373,4
N9373,N9374,5
N9374,N9375,5
N9375,N9376,3
